A;B
Have a green thumb? Help plant new trees at Liberty...;Have a green thumb?
Clean Water Project meeting this Thursday at the community office....;Clean Water Project this Thursday
Historic walking tour of Old Town every Saturday morning. Discover...;Historic Walking Tour of Old Town
Join our monthly book club at the library this Tuesday....;"""The Great Gatsby"""
Run for a cause! Charity 5K run next Wednesday at...;Run for a cause! Charity 5K run next Wednesday at...
Neighborhood cleanup day is around the corner! Meet at Pine...;Neighborhood Cleanup Day This Sunday
Chess enthusiasts! Weekly chess nights start this Thursday at the...;Weekly Chess Nights Start This Thursday
Get ready for the Kids Talent Show! It's going down...;Get Ready for the Kids Talent Show!
Update your wardrobe at the Clothing Swap Event next Friday...;Update Your Wardrobe
Zumba party at Central Gym every Monday at 7 PM....;Zumba party every Monday at 7 PM
Harvest Celebration at the Heritage Farm next Saturday. Enjoy local...;Harvest Celebration next Saturday.
Learn about local bird species at our Bird Watching Club....;Learn about Local Bird Species
Film night under the stars at the community park this...;Film Night Under the Stars This Friday
Join our city’s Citizen Assembly to discuss upcoming projects and...;Your Voice Matters!
Volunteer with us at the local animal shelter this weekend....;Help Make a Difference for Animals in Need
Urgent: Our local library is at capacity with books waiting...;Urgent: Our local library is at capacity with books waiting...
If anyone is interested in participating in a community reading...;If anyone is interested in participating in a community reading...
Lost: A book with a bookmark, last seen at the...;Lost: A book with a bookmark, last seen at the...
The city literacy program is looking for volunteers to help...;The City Literacy Program
My neighbor is raising money for her book club by...;If You Need Help With Reading Skills
Reminder: the town's annual holiday market is this Saturday from...;The town's annual holiday market
Attention all book lovers! The library will be hosting a...;Used Bookstore Sale Next Friday
Community Alert: the town's fire department is conducting a training...;Community Alert: Fire Department Training Exercise
Fun for all ages! The community center will be hosting...;Fun for all ages!
Nature enthusiasts! Join us for a guided hike through our...;Join us for a guided hike through scenic trails this...
Free Computer Classes: Basic computer skills at the community center...;Free Computer Classes
I’m organizing a neighborhood potluck dinner for next Friday night....;I'm Organizing a Neighborhood Potluck Dinner
The annual town festival is scheduled for this weekend from...;Annual Town Festival This Weekend
Local artists! Join us for a painting class series starting...;Local Artists Join Painting Class Series
The annual Fall Festival will be held on October 15th...;Enjoy Live Music, Food Trucks
Attention dog owners: the local animal shelter is hosting a...;Attention Dog Owners
The school's PTA is organizing a fundraiser bake sale next...;Fundraiser Bake Sale Next Friday
Join us for a free outdoor yoga class on Sunday...;Free Outdoor Yoga Class on Sunday at 9:30 AM
The local library is hosting an author reading series, featuring...;Author Reading Series
Lost and found: Missing a bookshelf or a set of...;LOST AND FOUND: Missing a bookshelf or a set of...
There's a community effort to restore the old park playground...;There's a community effort to restore the old park playground
Join us for a nature photography walk in the nearby...;Join Us for a Nature Photography Walk in the Nearby...
I'm organizing a series of art classes featuring local artists...;I'm organizing a series of art classes
Cleaning out your closet? Consider donating unwanted clothes to the...;Consider Donating Unwanted Clothes
Looking for a workout buddy or someone to play chess...;Looking for a workout buddy or someone to play chess...
Community Clean-Up: Join us for a day of cleaning up...;Join us for a day of cleaning up our community!
Local Artist Showcase: Come out and support local artists by...;Local Artist Showcase
Senior Citizen Appreciation Day: Show your appreciation for our senior...;Senior Citizen Appreciation Day
Community Garden Project: Help us grow a greener community by...;Help Us Grow a Greener Community
Charity Run/Walk: Join forces with local charities for a fun...;Join forces with local charities for a fun run/walk event
Calling all book lovers! The library is hosting a used...;Used Bookstore Sale This Weekend
Get ready to groove! Our community center will be hosting...;Get Ready to Groove!
Attention shoppers! The annual holiday market is coming up this...;Annual Holiday Market This Weekend
Help us give back to our community! Our church will...;Help Us Give Back To Our Community!
Calling all car enthusiasts! The local classic car club is...;Calling all car enthusiasts! The local classic car club is...
Local Farmers' Market: Fresh produce, baked goods, and handmade crafts...;Fresh produce, baked goods, and handmade crafts await you at...
Volunteer Opportunity: Help out at the local animal shelter by...;Help out at the local animal shelter
Community Potluck Dinner: Join us for an evening of food,...;Join us for an evening of food, fun, and fellowship...
Yoga Classes: Get flexible and relaxed with our weekly yoga...;Get Flexible and Relaxed with Our Weekly Yoga Sessions
Book Club Meeting: Discuss the latest bestseller with fellow book...;Book Club Meeting
Join us for our annual charity walk/run this Saturday at...;Join us for our annual charity walk/run this Saturday at...
The community center is offering free dance classes every Wednesday...;The Community Center Offers Free Dance Classes
Get ready to sweat with our new Zumba class on...;Get Ready to Sweat with Our New Zumba Class
Our monthly meditation session will take place this Thursday at...;This Thursday at the library from 6:30-8 PM.
The local park is hosting a free outdoor movie night...;Free Outdoor Movie Night in Local Park
Lost: A small drone with blue markings, last seen near...;Lost: A small drone with blue markings near Oakwood Park
The community center is hosting a free yoga class for...;This Thursday at 10 am: Free Yoga Class for Seniors
Local artist Emma Taylor's latest exhibit opens tonight at the...;Tonight at the town hall gallery from 6-8 pm.
The school's annual book fair is happening next week during...;Get Your Kids Excited About Reading with a New Favorite...
Attention, car enthusiasts! The classic car show returns this Saturday...;Attention, car enthusiasts!
Pet grooming services available now at Pet Paradise on Main...;Pet Grooming Services Available Now
Reminder: The deadline to pay your property taxes without penalty...;The Deadline to Pay Your Property Taxes Without Penalty is...
"Join us for our annual ""Taste of the Town"" food...";"""Taste of the Town"" food festival this weekend!"
Lost: A set of silver-rimmed reading glasses, possibly left on...;Lost: A set of silver-rimmed reading glasses, possibly left on...
The community center is looking for volunteer drivers to help...;Volunteer Drivers Needed for Weekly Grocery Shopping Trips
Free yoga workshop this weekend at the park! All levels...;Free yoga workshop this weekend at the park!
Wanted: a set of golf clubs with a distinctive red...;Wanted: Golf Clubs with Red Head Cover
Community Clean-Up Day: Join us this Saturday morning as we...;Join us this Saturday morning as we tidy up our...
Free Yoga Session: Get flexible with our free yoga session...;Get Flexible with Our Free Yoga Session
Lost Pet Alert: A golden retriever named Max has gone...;LOST PET ALERT: A golden retriever named Max has gone...
Art Class for Kids: Let your little ones unleash their...;Art Class for Kids
Reminder: The annual Fall Festival will take place this Saturday...;The annual Fall Festival will take place this Saturday at...
Road Closure Alert: Oak Street will be closed for roadwork...;ROAD CLOSURE ALERT: Oak Street Closure
Free Yoga Session This Sunday! Join us at the community...;Free Yoga Session This Sunday
Book Club Meeting Rescheduled The book club meeting previously scheduled...;Book Club Meeting Rescheduled
Community Clean-Up Day Join us on Saturday morning at 9:00...;Join us on Saturday morning at 9:00 AM as we...
Book Lover's Club meets this Wednesday at the library to...;The Great Gatsby
The local theater group seeks vintage 1920s-style costumes for their...;Vintage 1920s-style costumes sought for local theater play
This weekend, join us at the farmer's market at the...;This Weekend's Farmer's Market at the Town Square
"The technology club is enrolling for a workshop on ""Smart...";Smart Home Basics
Our community library launches its new reading challenge starting next...;Dive into your favorite books
Join us at the weekly farmer's market this Saturday at...;Join us at the weekly farmer's market this Saturday at...
Community clean-up event this Saturday at 9 AM! Let's work...;Community Clean-up Event This Saturday at 9 AM!
Local art studio hosting free painting class for beginners! All...;Local Art Studio Hosting Free Painting Class for Beginners
Attention all book lovers: The library is hosting a used...;Attention all book lovers: The library is hosting a used...
Reminder to all residents: Don't forget that the annual town...;Annual Town Fair is Next Saturday
Found: A lost cat in the neighborhood! If you're missing...;Found: A lost cat in the neighborhood!
