A;B
Weíre starting an indoor soccer league this winter and need...;Indoor Soccer League - Join Us!
The annual community potluck is scheduled for next Saturday at...;Annual Community Potluck Scheduled for Next Saturday
Notice: The local museum will be closed for renovations starting...;The Local Museum Will Be Closed for Renovations
If anyone needs assistance with fall yard cleanup, our high...;Fall Yard Cleanup Help Available
Lost cat: A small black and white cat named Oreo...;LOST CAT: Small black and white cat named Oreo missing
The youth soccer league is looking for coaches and referees...;NO EXPERIENCE NECESSARY WE PROVIDE TRAINING
The local historical society is hosting a lecture on the...;The Architectural History of Our Town
Found: A small remote control car in the alley behind...;Found: Red and black remote control car in alley
The annual haunted house fundraiser is back! We're looking for...;The Annual Haunted House Fundraiser Is Back
Community service reminder: Please keep sidewalks clear of leaves and...;Keep Sidewalks Clear of Leaves and Debris
The local art gallery is seeking submissions for a community...;The local art gallery is seeking submissions for a community...
Good morning, fellow residents! We're organizing a clean-up day at...;Good Morning, Fellow Residents!
I bake custom cakes for any occasionóbirthdays, anniversaries, you name...;I bake custom cakes for any occasion‚Äîbirthdays, anniversaries, you name...
Found a digital camera at the viewpoint on Ridge Trail....;Found a digital camera at the viewpoint on Ridge Trail.
Volunteers needed for the libraryís annual book sale. If you...;Volunteers Needed for Library's Annual Book Sale
Lost: A set of gold-rimmed reading glasses, possibly left in...;Lost: A Set of Gold-Rimmed Reading Glasses
Anyone interested in joining a weekly meal-prep group? We get...;Join Weekly Meal-Prep Group
Found a set of car keys in the Westside Mall...;Found a set of car keys in the Westside Mall...
We are looking for guest speakers for our monthly virtual...;We're Looking for Guest Speakers
Our local museum is currently seeking volunteers to help guide...;Seeking Volunteers for Weekend Tours
The high school band is hosting a charity concert to...;High School Band Charity Concert
The city will be repaving several roads starting next week....;Expect Detours and Plan Your Routes
Our annual plant swap is happening next Saturday at the...;Our Annual Plant Swap
My computer has been acting up, and I think it...;My computer has been acting up, and I think it...
The community center is offering free CPR and first aid...;FREE CPR and First Aid Training this Month
Lost: A small drone, last seen near Pine Grove Park....;Lost: A small drone, last seen near Pine Grove Park.
The local food bank is in urgent need of canned...;The Local Food Bank Urgently Needs Donations
"Join us for the annual ""Clean the Creek"" day next...";Clean the Creek Day Next Sunday
I'm offering tutoring services for middle and high school students...;I'm Offering Tutoring Services
The photography club is looking for new members! We meet...;The Photography Club
"Missing cat: ""Whiskers,"" a fluffy white Persian, has been missing...";Missing Cat Found
The community theater is seeking donations of old costumes and...;The community theater seeks donations of old costumes and props
Thereís a computer skills workshop focusing on basic skills like...;Computer Skills Workshop This Thursday
Found a small child's bike near the community center. It's...;Found a small child's bike near the community center.
I'm offering guitar lessons in the evenings and weekends. Whether...;Guitar Lessons
Our local fire station will be holding an open house...;Meet Our Firefighters
The neighborhood council is hosting a forum to discuss upcoming...;FORUM TO DISCUSS UPCOMING DEVELOPMENT PLANS
A friendly reminder that property taxes are due at the...;Property Taxes Are Due at the End of the Month
The local art league is hosting a weekend workshop on...;The local art league is hosting a weekend workshop on...
"The annual ""Books for Kids"" drive is happening now. We're...";"The annual ""Books for Kids"" drive is happening now."
Attention all runners: The community 10K race is just around...;Attention All Runners
Lost drone alert: I lost my drone while taking aerial...;LOST DRONE ALERT
Our local history group is seeking old photographs and stories...;Our Local History Group Seeking Old Photographs
Found a smartphone in Central Park near the fountain. It's...;Found a smartphone in Central Park near the fountain
The local community college is offering evening classes in web...;Upgrading your skills for today's job market
Our community garden has a few plots available for the...;Our Community Garden Has Plots Available
"Our annual ""Light Up the Night"" holiday parade is seeking...";Light Up the Night Holiday Parade
If you've lost a pet, remember to check the animal...;If you've lost a pet
The neighborhood association is planning a series of workshops on...;Improve Insulation and Reduce Utility Bills
The local symphony orchestra will be giving a free concert...;The local symphony orchestra will be giving a free concert...
Volunteers needed for our annual river regatta next month. We...;Volunteers Needed for Annual River Regatta
Reminder: The community pool is now open for the season....;The Community Pool is Now Open for the Season
Lost a precious silver locket at the downtown market last...;LOST Silver Locket at Downtown Market
The local university extension is offering a series of lectures...;Environmental Conservation Lectures
A note to all dog owners: Please clean up after...;A note to all dog owners: Please clean up after...
Found a pair of prescription glasses at the bus stop...;Found a pair of prescription glasses at the bus stop...
I lost a small gold locket near the central plaza...;I Lost A Small Gold Locket
"Join us for our annual ""Taste of the Town"" food...";"""Taste of the Town"" Food Festival"
