Subject Line A;Subject Line B
We're starting an indoor soccer league this winter and need...; All Skill Levels Welcome
The annual community potluck is scheduled for next Saturday at...; Enjoy food and fun with neighbors
Notice: The local museum will be closed for renovations starting...; New exhibits and features
If anyone needs assistance with fall yard cleanup, our high...; Fall Yard Cleanup Fundraiser
Lost cat: A small black and white cat named Oreo...;LOST CAT: A Small Black and White Cat Has Gone...
The youth soccer league is looking for coaches and referees...; No Experience Necessary - We Provide Training
The local historical society is hosting a lecture on the...;The local historical society is hosting a lecture
Found: A small remote control car in the alley behind...;Found: A small remote control car
The annual haunted house fundraiser is back! We're looking for...; Haunted house fundraiser needs you
Community service reminder: Please keep sidewalks clear of leaves and...;Ensure safety and accessibility for everyone
The local art gallery is seeking submissions for a community...; Special Exhibit Next Month
Good morning, fellow residents! We're organizing a clean-up day at...; Meet some new faces
I bake custom cakes for any occasion - birthdays, anniversaries, you name...; Make your next celebration sweeter
Found a digital camera at the viewpoint on Ridge Trail....; Vacation photos in a digital camera
Volunteers needed for the library's annual book sale. If you...; Support the library and meet fellow book lovers
Lost: A set of gold-rimmed reading glasses, possibly left in...; Gold-rimmed reading glasses
Anyone interested in joining a weekly meal-prep group? We get...; Learn new recipes and share the cooking load!
Found a set of car keys in the Westside Mall...; Claim your lost car keys
We are looking for guest speakers for our monthly virtual...; Great Opportunity to Share Your Knowledge
Our local museum is currently seeking volunteers to help guide...; Guiding Weekend Tours
The high school band is hosting a charity concert to...; Friday Night Music
The city will be repaving several roads starting next week....;Expect detours and plan your routes accordingly
Our annual plant swap is happening next Saturday at the...; Our Annual Plant Swap
My computer has been acting up, and I think it...;My computer has been acting up, and I think it...
The community center is offering free CPR and first aid...;Free CPR and first aid training this month
Lost: A small drone, last seen near Pine Grove Park....; Drone with red accents
The local food bank is in urgent need of canned...; Donate canned goods and non-perishable items
"Join us for the annual ""Clean the Creek"" day next...";"Join us for the annual ""Clean the Creek"" day next..."
I'm offering tutoring services for middle and high school students...; Math and science help for students
The photography club is looking for new members! We meet...; All skill levels are welcome.
"Missing cat: ""Whiskers,"" a fluffy white Persian, has been missing...";Missing Cat
The community theater is seeking donations of old costumes and...; Donate old costumes and props
There's a computer skills workshop focusing on basic skills like...; Computer Skills for Seniors
Found a small child's bike near the community center. It's...;Found a small child's bike near the community center
I'm offering guitar lessons in the evenings and weekends. Whether...; Improve your guitar skills
Our local fire station will be holding an open house...; Learn about fire safety
The neighborhood council is hosting a forum to discuss upcoming...; Share your opinions on development plans
A friendly reminder that property taxes are due at the...;Property Taxes Due
The local art league is hosting a weekend workshop on...; Weekend Watercolor Class
"The annual ""Books for Kids"" drive is happening now. We're..."; Annual Books Drive
Attention all runners: The community 10K race is just around...;Attention all runners
Lost drone alert: I lost my drone while taking aerial...; Drone lost with footage
Our local history group is seeking old photographs and stories...; Share your town's history with us
Found a smartphone in Central Park near the fountain. It's...; Lock screen and sticker
The local community college is offering evening classes in web...; Evening Classes
Our community garden has a few plots available for the...; Grow your own vegetables
"Our annual ""Light Up the Night"" holiday parade is seeking..."; Get Involved in the Holiday Season
If you've lost a pet, remember to check the animal...; Check the animal shelter for your lost pet
The neighborhood association is planning a series of workshops on...; Reduce Utility Bills
The local symphony orchestra will be giving a free concert...;Free concert in the park this Sunday
Volunteers needed for our annual river regatta next month. We...; Sign Up Now
Reminder: The community pool is now open for the season....; Let's stay cool and fit this summer
Lost a precious silver locket at the downtown market last...; Reward for lost silver locket
The local university extension is offering a series of lectures...; Free Lectures on Sustainability
A note to all dog owners: Please clean up after...; Clean up after your pets
Found a pair of prescription glasses at the bus stop...; Prescription glasses found
I lost a small gold locket near the central plaza...; Reward for found locket
"Join us for our annual ""Taste of the Town"" food..."; Join us for our annual
A stray dog has been seen roaming near the industrial...;Stray dog seen roaming near industrial area
