Subject Line A;Subject Line B
The annual summer festival is just around the corner! We're...;We're looking for volunteers
Join us at the local library next Wednesday evening for...;Explore themes and characters
Job Opportunity: The local library is seeking a part-time librarian...;Job Opportunity
Attention all book lovers! The local library is hosting an...;Free admission
The local farmer's market is looking for volunteers to help...;Support Our Community with Farmer's Market
For sale: gently used bicycle with comfortable seat and sturdy...;Comfortable Seat and Sturdy Frame for Sale
Urgent: Community Clean-Up Day this Saturday! Join us at the...;Help keep our community clean and beautiful
Calling all musicians! The town's annual Music Festival is just...;Showcase your skills
Wanted: Reliable dog walker for regular afternoon walks with my...;Afternoon dog walks required
Garage Sale Alert: The Smith family is having a massive...;Don't Forget Your Reusable Bags
A small dog was found wandering around the corner of...;Dog found at corner of Main Street and Elm Avenue
Calling all bookworms! Our library is hosting a used bookstore...;Support local literacy programs
Calling all gardeners! The community center is looking for volunteers...;Calling all gardeners
Book Club: We're starting a new book club at the...;Pride and Prejudice
Community event: Join us at City Hall on Saturday, March...;Local Musicians Perform
"The local animal shelter is hosting a ""Clear the Shelters""...";Adopt a pet this Saturday
The community garden is looking for volunteers to help with...;Community Garden Needs Help
Attention all pet owners! The local animal shelter is hosting...;Don't miss this opportunity
Book Club: Join us this month for a discussion on...;Join us this month for a book discussion
Calling all book lovers! The local library is hosting a...;Book Lovers Unite
Local Artist's Showcase: Join us at the art gallery this...;Join us at the art gallery this Saturday
The local theater group is performing a production of 'The...;Community center hosts production
The neighborhood garden club will be hosting a plant swap...;Plant Exchange Event
Calling all volunteers! Our local animal shelter is looking for...;Calling all volunteers
The community center will be hosting a free tax preparation...;No Appointment Necessary
Join our local photography club for an evening walk around...;All skill levels welcome
Wanted: A reliable and trustworthy dog walker to take care...;Dog walker required
Neighborhood Watch: Let's work together to keep our community safe!...;Neighborhood Watch
Local Art Show: Calling all artists and art enthusiasts! Our...;Artists and Art Enthusiasts Unite
Volunteer Opportunity: Help make our community garden grow by volunteering...;Volunteer Opportunity
Community Clean-Up Day: Join us on the first Sunday of...;Join us on the first Sunday of each month to...
Free Yoga Class: Get fit and relax with free yoga...;Free yoga classes every Thursday
Attention all residents: The annual town clean-up event is scheduled...;Attention all residents
Local artists, rejoice! The annual art show is coming up...;"Annual art show - ""Nature's Beauty"""
Missing: Red squirrel named 'Rusty'. Last seen near Willow Creek...;Squirrel on the Loose
Attention all gardeners! I'm offering a free consultation to help...;Free Consultation for Your Outdoor Design
The annual summer concert series at Oakwood Park is back!...;Join us for free live music every Saturday
"Book Club: Join us for our monthly discussion of ""The...";"Join us for our monthly discussion of ""The Great Gatsby"""
Important notice for all pet owners! The local animal shelter...;Don't miss out on the opportunity
Attention all book lovers! The local library is hosting a...;Snacks Provided for Volunteers
For Sale: Gently used exercise equipment (treadmill, elliptical, and weights)...;For Sale: Exercise equipment at a great price
The local animal shelter is hosting a pet adoption fair...;Meet Our Furry Friends
Attention all book lovers! The local library is hosting a...;Support literacy programs
Attention all book lovers! The local library is hosting a...;Support your community's literacy programs
Language Exchange: Want to improve your language skills? Join our...;Improve your language skills with native speakers
For Sale: Gently used yoga mat, perfect for those who...;For Sale: Perfect for downward-facing dog
Volunteer Opportunity: Help us clean up local parks this Saturday!...;Make a difference in our community this Saturday
Art Class: Join our beginner-friendly art class every Wednesday evening...;Art Class
Garage Sale: Come find some great deals on gently used...;Garage Sale
Book Club: Join us for a discussion of our latest...;The Great Gatsby
To all my fellow book lovers out there, I'm hosting...;Book lovers unite
Wanted: A reliable babysitter for occasional evening gigs. Must be...;Reliable babysitter needed
The annual SummerFest celebration is coming up! Enjoy live music,...;SummerFest Celebration
Attention all bookworms: Our local library is hosting an author...;Author Reading Series
Get ready to rumble at the annual Charity Wrestling Tournament!...;Get Ready to Rumble
Calling all gardeners! The town's Master Gardener program is offering...;Calling all gardeners
Don't miss out on the holiday market, happening December 1st...;Don't miss out on the holiday market
Lost and Found: A set of keys was left at...;Lost and Found: A set of keys at the coffee...
Attention all gardeners: The community gardening club will be meeting...;Share tips on local climate
The local library is hosting a book drive to collect...;Foster a love of reading
Free Event: Join us at the town square for a...;Join us at the town square for a free outdoor...
Reminder: The community pool will be closed for maintenance from...;Pool Closure Reminder
Join us this Saturday at the town square for a...;Join us this Saturday at the town square for a...
"Our local animal shelter is hosting a ""Paws & Relax""...";Discounts on adoptions
The community center's art studio is offering a free painting...;Free Painting Class for Beginners
Don't miss the annual town-wide yard sale next Saturday from...;Support local families by shopping their sales
"The local animal shelter is hosting a ""Clear the Shelters""...";This Saturday from 10 AM to 4 PM
Wanted: A reliable and trustworthy babysitter for occasional evening shifts....;Contact me for details
The local library is hosting a book drive to collect...;Support Reading Programs
The library is hosting a free book club meeting next...;All are welcome
A community clean-up event will take place on Saturday at...;Gloves and Supplies Required
The city is offering a free workshop on home energy...;Limited Spots Available
Attention all students: A college fair will be held at...;Attention all students
The local museum is hosting a free exhibit on the...;The local museum is hosting a free exhibit on the...
Attention all book lovers! Our local library is hosting a...;Attention all book lovers
"The annual ""Taste of Our Town"" food festival is just...";Mark your calendars for next Saturday
Attention all book lovers! Our local library is hosting a...;Attention all book lovers
Local Artisans Wanted! We're organizing a holiday market at City...;Local Artisans Wanted!
Local art studio offering painting classes for adults and children....;No experience necessary
Free yoga class at the park this Saturday from 9...;Yoga class at the park this Saturday
Community clean-up event: Help keep our community beautiful by joining...;April 15th Community Clean-up
Job opportunity! Local business seeking part-time sales associate. Apply in...;Local job opening
Public Library hosting a book club discussion on 'The Great...;Book Club Meeting
