Subject Line A;Subject Line B
Attention all gardeners! The community gardening club is hosting a...;Learn how to turn your food scraps into nutrient-rich soil
Lost: A black cat with a distinctive white patch on...;Missing: A black cat with a white patch on its...
Bookworms unite! Join us for a book club meeting at...;Join us for a book club
Join us for our annual holiday market, featuring local artisans...;Local artisans and vendors
Calling all gardeners! The community gardening group is planning its...;Plant sale event needs volunteers
The local library is hosting a book drive to support...;Support Literacy Programs
The local library is hosting a book drive for our...;Book Drive for Literacy Program
Free yoga class for beginners this Saturday at the community...;Join us for relaxing morning of stretching
Attention all book lovers! The library is hosting a used...;Used bookstore sale this Saturday
Wanted: A reliable used bike for sale. Must be in...;Comfortable seat height required
The annual charity bake sale is happening this weekend! If...;The annual charity bake sale is happening this weekend!
Attention all dog owners! The local park is hosting a...;Don't forget to bring poop bags
Notice: The city's annual summer concert series starts next week!...;Join us at the park on Friday evenings for live...
Wanted: A reliable babysitter to watch our two kids (ages...;Reliable babysitter required
Reminder: The city's recycling program is changing next month. Make...;Recycling Program Changes
Free event: Join us for a movie night at the...;Family-friendly film starting at 7 PM
For sale: A gently used stroller suitable for toddlers (fits...;For Sale: Stroller Suitable for Toddlers
Lost: Silver necklace with a small heart-shaped locket, last seen...;Sentimental value at stake
Important: The annual town fair is coming up! Mark your...;Live Music and Food Vendors
Lost and Found: Did you lose your favorite coffee mug...;Lost and Found: Coffee Mug with Cat Picture
Bookworms Unite: Join us for our monthly book club meeting...;Enjoy snacks with fellow readers
Attention all gardeners and nature lovers: The local park is...;Free Workshop on Sustainable Gardening Practices
Found: A vintage typewriter has been left at the library's...;Typewriter Found at Library Front Desk
Free yard waste pickup: The city is offering a free...;Take advantage of free yard waste pickup
Nature Lovers' Alert: The local park is hosting a guided...;Nature Lovers Alert
Garage sale alert! I'm having a massive garage sale this...;Everything must go, so don't miss out!
Calling all book lovers! Our local bookstore is hosting a...;All genres welcome
Lost: A set of keys with a house key and...;Lost: A set of keys
Attention all book lovers: The local library is hosting a...;Attention all book lovers
Calling all bookworms! Join our literary club for a discussion...;Discover New Authors
Reminder: The community garden is open to all residents and...;Community Garden Workday
The annual Fall Festival is just around the corner! Join...;Fall Festival is coming soon...
Calling all gardeners! Our community garden is looking for new...;All skill levels welcome
The annual town-wide garage sale is happening this Saturday from...;Come find some great deals and treasures at over 20...
The local library is hosting a book club for adults,...;New members welcome
"The local animal shelter is hosting a ""Clear the Shelters""...";Make a Difference
Reminder: The library will be closed this Sunday for a...;New services and programs
The community garden is looking for new members to help...;Join us every Saturday morning at 9:00 AM
A bicycle was left locked near the coffee shop on...;Bike with a Distinctive Scratch
Community Alert: The annual charity walk/run is happening this Saturday...;Register Online
The town's annual holiday market is coming up on December...;Free admission and parking are available
The local farmer's market is hosting a holiday bake sale...;Support Local Farmers
The annual charity bake sale is just around the corner!...;Drop Off Donations at City Hall
Join us for a free outdoor concert in the park...;Bring blankets and chairs
The community garden is now open! Come visit and explore...;Sustainable gardening practices every Sunday
Attention all bookworms: Our library's summer reading program starts next...;Books, Points, Prizes
The annual fireworks display is just a few days away!...;Join Us for Explosive Entertainment
Wanted: A reliable and trustworthy babysitter for a family of...;Weekends only babysitting
Lost: A set of keys with a keychain featuring a...;Lost: A set of keys with a keychain featuring a...
Local Library News: The library is hosting a free author...;Support Community's Literary Talent
Community Clean-Up Event: Help keep our neighborhood beautiful by joining...;Meet at the Town Hall
New Business Alert: A new coffee shop is opening downtown,...;Specialty Drinks Downtown
Artistic Opportunity: The local art museum is seeking submissions from...;Museum Exhibition Details
Pet Palooza: Join us at the park this Sunday for...;Local animal shelters benefit
The community's annual Earth Day celebration is next weekend at...;Join us for a day of eco-friendly products
Local Artists Wanted: The annual Art Walk is coming up!...;Local Artists Wanted
Lost and Found: A set of keys was found on...;Keys Lost and Found
Book Club! Join us for our next meeting on Thursday,...;Meet Us at the Library
Found: A black leather wallet near the coffee shop on...;Found: A black leather wallet near the coffee shop
The local library is hosting an author reading series, featuring...;Best-Selling Authors from Around the Country
"The neighborhood is organizing a charity event, ""Walk for Wellness,""...";Come out and show your support
Garage Sale: A large garage sale will be held at...;Garage Sale
Summer Concert Series: Join us at the park this Friday...;Local Musicians Perform
Yoga in the Park: Start your day with some yoga...;Every Saturday morning at 8 AM
Volunteer Opportunity: Help our local animal shelter care for furry...;Volunteer Opportunity
Art Class for Kids: Let your little ones unleash their...;Let your little ones unleash their creativity
Movie Night: Join us under the stars on Friday evening...;Join us for a Free Movie Night
Book Club: Join us for our next book club meeting...;Book Club: Join us for our next book club meeting
The annual neighborhood potluck dinner is coming up! Join us...;Join us for the neighborhood potluck dinner
Attention all artists! The annual art show is coming up...;Submit your application
Wanted: Reliable babysitter for occasional evening care of two children...;Wanted: occasional babysitter
Anyone know of a good handyman service in the area?...;Good handyman service
Looking for recommendations on local yoga studios or instructors. A...;Yoga instructors
Does anyone know of a reliable dog walker in the...;Reliable dog walker needed
Urgently needed: Donations for the community animal shelter's upcoming fundraiser...;Animal Shelter Fundraiser Needs Donations
Volunteers needed for the local park clean-up initiative this Saturday...;Green spaces beautiful this Saturday
The local library is hosting a free book exchange event...;Discover new titles at the library
Calling all gardeners! The community garden is hosting a workshop...;Create a sustainable garden
The local library is hosting a free author reading and...;RSVP by Monday to secure your spot
Local artist seeking models for a life drawing class! If...;No experience necessary
Pet Adoption Event: Join us at the town hall on...;Forever Homes for Furry Friends
Community Event Alert: The annual SummerFest celebration is just around...;Don't miss out on SummerFest
Attention all book lovers! The local library is hosting a...;Attention All Book Lovers
The local library will be hosting a free author reading...;Best-Selling Novelist
Neighborhood Watch Meeting: Join us this Wednesday at 7 PM...;Discuss Ways for a Safer Community
Book Club: Join us at the library this Wednesday evening...;Join us at the library this Wednesday evening to discuss...
It's time to get creative! Join us for a free...;Bring your enthusiasm
Lost: A set of noise-cancelling headphones with a purple case...;Lost: A set of noise-cancelling headphones with a purple case
The annual Easter egg hunt is happening at City Hall...;Bring your little ones and join us for a fun-filled...
Attention all pet owners: The local animal shelter is hosting...;Attention all pet owners
Need a hand with some heavy lifting this Saturday from...;Lifting help needed this Saturday
Calling all book lovers! The local library is hosting a...;Local library hosting a used bookstore sale
Calling all bookworms! The library is hosting a summer reading...;The library is hosting a summer reading program
Reminder: Don't forget to register your pet with the city's...;Register your pet with the city
Attention shoppers! Our local farmers' market will be open every...;Come support our community growers
Notice of event: The annual SummerFest celebration is happening on...;Enjoy live music and activities
Reminder: Please keep an eye out for your neighbors' properties...;Keep an eye out for your neighbors' properties
The local community garden is hosting a free workshop on...;Learn to Compost
Attention all book lovers! The local library is hosting a...;Support our community
Wanted: a reliable, used bike for sale. Must have sturdy...;Comfortable Bike Seat
