Subject Line A;Subject Line B
Join us for a free yoga class on Saturday morning...;Yoga class on Saturday morning
The local library is hosting an author reading series this...;Author Reading Series
We're looking for volunteers to help with the annual charity...;Annual Charity Event
Get ready for a summer of fun at our community...;Special events throughout the season
The neighborhood book club meets every third Thursday to discuss...;Join the neighborhood book club
We're hosting a free movie night in the park on...;Movie Night in the Park
Our local farmers market is open every Saturday from May...;Every Saturday from May to October
The school's robotics team is hosting a hackathon this Saturday...;Robotics team hackathon
Our local animal shelter is seeking donations of pet food,...;Drop Off Your Contributions
The school's art club will be hosting a pottery night...;Creative fun awaits
Our monthly book club meeting is scheduled for next Wednesday...;Great Gatsby Discussion
The school's soccer team will be hosting a charity game...;Come out and support our athletes
Join us for a free yoga class on the town...;Yoga Class this Friday
The local farmers market is looking for volunteers to help...;Farmers Market Volunteer Opportunities
Our community center is hosting a movie night featuring classic...;Classic Films this Saturday
The town's annual charity walk/run will take place on April...;Support Local Causes with the Annual Charity Walk/Run
Learn how to cook a new cuisine with our cooking...;Discover new dishes
The local gardening club is hosting a workshop on composting...;Composting Workshop This Saturday
Join us for a free yoga class every Wednesday evening...;Free yoga class every Wednesday
The annual charity walk/run is scheduled for next Saturday starting...;Support Local Non-Profit
Learn how to cook international cuisine with Chef Maria's cooking...;Cooking class for all skill levels
The town library is hosting a book club meeting this...;Book club tonight
Join us for a night of stargazing at the observatory...;Learn about constellations
Get ready to groove with our free dance class for...;Get ready to groove with our free dance class
The local animal shelter is hosting an adoption fair this...;Find Your New Best Buddy
Join us for a morning of birdwatching in our nearby...;Enjoy fresh air with fellow nature lovers
The local art museum is hosting an exhibit on contemporary...;Meet-the-Artist Opportunities
Join us for a free art class at the community...;Free art class this Friday
The local animal shelter is hosting an adoption fair next...;Find the perfect companion
Get ready for a night of stargazing at the observatory...;Join us for a cosmic adventure
Join our volunteer day at the park next Saturday from...;Beautify our community
Need help with your garden? Our community's master gardener is...;Start Your Beautiful Garden Today
Calling all foodies! The local culinary school is hosting a...;Details at our front desk!
Want to learn how to play an instrument? Our music...;Want to Learn How to Play an Instrument
The local animal shelter is hosting a pet adoption fair,...;Details at Our Bulletin Board!
Need help with household chores or errands? Our community's handyman...;Need help with household chores or errands? Our community's handyman...
The school's book club is meeting on Thursday at 3...;Book Club Meeting
Don't miss out on the fun - join our new...;Board game night every Wednesday
Calling all artists! Our school's art show is coming up...;Calling all artists
Get ready for our annual talent show on April 1st...;Sign-ups are now open - don't miss out
Join us for a night of stargazing this Friday from...;Free and open to all
The school's robotics team is hosting a STEM fair this...;Science, Technology, Engineering, and Math
Our school's art club will be selling handmade crafts at...;Spring Fling Craft Sale
I'm offering a free 30-minute yoga session this Saturday morning...;Relax and energize your body
The school's drama club is performing their spring play next...;Drama Club's Spring Play
Our school's gardening club will be hosting a plant sale...;Unique Plants and Green Thumb
The local library is hosting a book club meeting on...;Thursday at 6:30 PM
Join us for a free community concert featuring the city...;Free Music Event
The animal shelter is hosting an adoption fair this weekend...;Meet new furry friends at fair
Our local coffee shop is offering a free cup of...;Food Bank Support
The local farmers market is back for the season! Join...;Farmers market is back for the season
Calling all bookworms! Our summer reading program starts June 15th,...;Prizes Awarded Weekly
The annual charity walk/run is just around the corner -...;Mark Your Calendars for September 22nd
We're excited to announce that our local coffee shop will...;Come Share Your Talents
The community garden is looking for volunteers to help with...;Community Garden Seeks Volunteers
Join us for a free yoga class every Saturday morning...;Free yoga classes every Saturday
Don't miss our annual summer book sale on June 22nd...;Stock Up on Great Reads
Get ready to groove with our monthly dance party on...;Monthly dance party
Calling all gardeners! Join us for a free workshop on...;Composting workshop on June 18th
Mark your calendars for our annual summer festival on August...;Live Music and Fun Activities
Get ready to groove with our new line dance class...;No Experience Necessary
Join us for a free outdoor movie night on Friday...;Classic Film Under the Stars
The local animal shelter is hosting an adoption fair this...;Meet Furry Friends
Join us for a free art class on Wednesdays at...;Free Art Class
Get ready to run with our new running club starting...;No experience necessary - just come have fun and get...
The local library is hosting a book club discussion on...;Book Club Discussion on The Great Gatsby
Our town's annual charity walk/run will take place next Saturday,...;Register Now
The local art museum is featuring a new exhibit by...;New Art Exhibit at the Museum
Get ready for some friendly competition with our new trivia...;Trivia night every Thursday at the pub!
Our town's community kitchen will be hosting a free cooking...;Vegan Delights
The local park is hosting a free outdoor movie night...;Outdoor Movie Night Tonight
Calling all artists! Our town's annual art show is accepting...;Drop off your masterpieces
The community garden is looking for volunteers to help with...;This Saturday from 9 AM
Attention all bookworms! Our town's library is hosting a used...;Discounted prices
The local YMCA is offering free swim lessons for kids...;Sign up for free swim lessons
Join us for a holiday movie night on December 22nd...;Join us for a holiday movie night on December 22nd
Get ready to groove with our free outdoor concert series...;Enjoy the tunes with us
Calling all bookworms! Our library is hosting an author reading...;Bookworms rejoice
Join us for our annual New Year's Eve party on...;Join us for our annual
The annual town fair is coming up on June 17th!...;Enjoy Live Music
