Subject Line A;Subject Line B
Community Yard Sale: Join us this Saturday from 8 AM...;Community spirit and fresh air at our yard sale!
The local library is hosting a book club for mystery...;Discussion of Stieg Larsson
Join us for a morning of yoga on the beach!...;Free yoga class on the beach
Attention all book lovers! Our local library is hosting an...;Author Reading Series
The local library is hosting an author reading series, featuring...;Join Us for a Unique Opportunity
Attention all book lovers! The library is hosting a used...;Attention All Book Lovers
Calling all book lovers! The local bookstore is hosting a...;Used Book Sale
The town's annual SummerFest celebration is just around the corner!...;SummerFest celebration
Community clean-up event: Join us this Saturday from 9 AM...;Community clean-up event this Saturday from 9 AM to 12...
Free yoga classes for beginners every Saturday morning at 8:30...;Free yoga classes for beginners every Saturday morning
Attention all book lovers! The library is hosting a used...;Attention all book lovers
Reminder: Pet adoption fair tomorrow from 10 am to 4...;Tomorrow at the community center
Community clean-up event scheduled for next Saturday. Meet us at...;City Hall at 9 AM sharp!
Calling all musicians! The town's annual Music Festival is coming...;Calling all musicians
Calling all book lovers! The library is hosting a used...;Calling all book lovers
Calling all book lovers! The local library is hosting a...;Book Sale for a Cause
The local library is hosting a book club meeting this...;Book Club this Week
A free yoga class for beginners is being offered at...;Free Yoga Class for Beginners
The annual town fair is just around the corner! Join...;Annual town fair this Saturday
Calling all gardeners! Our community gardening club meets every Thursday...;Calling all gardeners
The local animal shelter is in need of volunteers to...;The local animal shelter needs volunteers
Attention all artists! Our town's art league is hosting a...;Attention all artists
The town's annual Christmas tree lighting ceremony will take place...;Join us for the annual Christmas tree lighting ceremony
Book Club Meeting: Join us for our monthly book club...;Join us for our monthly book club meeting
Calling all bookworms! The library is hosting an author reading...;Library Event Coordination
Book drive for local schools is underway! Donate gently used...;Book Drive Underway
Community Yoga: Join us for a free yoga session every...;Free yoga sessions every Wednesday
The annual town fair is just around the corner! This...;The annual town fair is coming soon
Found: A set of keys was lost on Maple Street,...;Found: A set of keys
The local library is hosting a book club for young...;Book Club Meetings Every Other Thursday
Join the community garden's spring planting event this Saturday from...;Spring planting event this Saturday
The city is offering a free workshop on rainwater harvesting...;Register for Free Workshop
This Friday, enjoy live music at the community center's open...;Live Music Event
The neighborhood watch program is hosting a meeting this Tuesday...;Meeting to Discuss Recent Incidents
The local library is hosting a book club meeting this...;Book Club Meeting
Job Opportunity: Our local library is hiring a part-time librarian...;Job Opportunity
Reminder: The community garden is open every Sunday from 1...;Every Sunday from 1 PM to 4 PM
Art Lovers Unite: Join us for a free painting class...;Free painting class this Thursday
Attention all pet owners! The local animal shelter is hosting...;Attention all pet owners
Lost cat alert: I'm looking for my beloved feline friend,...;Missing from our backyard
Community potluck dinner and game night this Friday at 6...;Potluck dinner and game night
The local library is hosting a book drive this month!...;Donate books to the library
A local artist is hosting a free painting class this...;Free Painting Class
Join us for a night of jazz and wine at...;Jazz and wine night
Wanted: Reliable babysitter for occasional evening care of two children,...;Babysitter for occasional evening care of two children
Must be trustworthy and have experience with school-age kids. Contact...;Need someone with experience with school-age kids
Lost: A small black wallet containing cash, credit cards, and...;Found: A small black wallet near downtown fountain
For sale: A gently used upright piano, perfect for music...;Gently Used Upright Piano for Sale
Reminder: The annual community clean-up event is happening this Saturday...;Community Clean-up Event
Found wallet near the coffee shop on Main St. It...;Found wallet near the coffee shop
The new library branch opening ceremony takes place next Wednesday...;New library branch opening ceremony next Wednesday
Traffic note: Lane closures on Highway 12 starting Monday morning....;Expect delays on Highway 12
There's an upcoming concert by local musician, Emma Taylor, happening...;Tickets are available
Job Opportunity: Our local bookstore is hiring a part-time sales...;Bookstore Hiring
The local library is hosting an author reading series, featuring...;Writing Techniques Discussion
Meet the authors, ask questions, and get inspired by their...;Meet the authors
Free Yoga Classes: Join us for a series of free...;Free Yoga Classes
Attention: The annual town cleanup event is scheduled for next...;Join Annual Town Cleanup Event
Local artist seeking volunteers to help with a mural project...;Saturday mural project
Community alert: Neighborhood watch meeting tonight! Join us at 7...;Community Safety Meeting
Attention all book lovers! The library is hosting a used...;Attention all book lovers!
The city's annual clean-up event is coming up on Saturday,...;Join Your Neighbors for Clean-Up Event
The local farmer's market is hosting a special holiday event...;Enjoy live music and food trucks at the farmer's market...
