Subject Line A;Subject Line B
Get moving with music! Join us for a free outdoor...;Get Moving with Music!
The local animal shelter is hosting a fundraiser bake sale...;The local animal shelter is hosting a fundraiser bake sale...
Join us for a free yoga class at the park...;Free Yoga Class
Calling all book lovers! Our monthly book club will meet...;Discussing The Nightingale
The community center is offering a series of cooking classes...;Learn new recipes and cooking techniques
Get ready for the annual summer festival! We'll have live...;Get ready for the annual summer festival
Our local museum is hosting an exhibit on the history...;Don't miss the exhibit
Join us for a free yoga class on Thursdays at...;Free yoga on Thursdays
Calling all bookworms! Our library is hosting an author reading...;Meet Local Authors
Get ready for a night out with friends! The comedy...;Get ready for a night out with friends!
Attention all artists! Our community center is hosting an art...;Attention all artists!
Who's ready for some friendly competition? Join us for a...;Friendly competition at the recreation center
The local museum is offering free admission to all students...;Free museum admission for students and teachers
Join us for a community clean-up event next Saturday at...;Join us for a community clean-up event next Saturday
Our favorite local bakery is offering a special discount on...;COOKIES15 at checkout
The town's annual summer concert series kicks off next week...;Enjoy the show with a picnic basket
Calling all book lovers! Our local library is hosting an...;Meet the writer behind your favorite novel
Looking for a unique gift idea? Consider gifting an experience,...;Gift an Experience
Did you know that our community has its own beekeeping...;Join Us on June 22nd at the Park
Need help with your taxes this year? Our annual tax...;Tax preparation workshop at the library
Calling all bookworms! The local bookstore is hosting an author...;Author Reading Series
Get ready for a summer of fun in the sun...;Summer Party Alert
The local library is hosting a book drive to benefit...;Gently used books needed
Join us for a free yoga class on the town...;Join us for yoga this Saturday
Our school district is seeking volunteers to help with their...;Walk-a-Thon
The community center is offering a painting class for adults...;Painting class next Wednesday
Help us support local farmers at the weekly farmer's market...;Saturday market
Join the town's environmental committee for a beach cleanup event...;Meet at the park entrance at 9:00 AM for a...
The senior center is hosting a free health fair next...;Free Health Fair Next Thursday
Join us for a free movie night on Friday at...;Free Movie Night at 6:00 PM
Calling all book lovers! Our annual used bookstore sale is...;Book sale this Saturday
Get ready for our summer concert series, starting June 15th...;Summer Concert Series
Join us for a free cooking class on Wednesday at...;Cooking class at community center
Our annual summer reading program is back! Kids, get ready...;Our annual summer reading program is back
The local park is hosting a clean-up day this Saturday...;Saturday Clean-Up Event
Our school's art program needs donations of paint, brushes, and...;School's Art Program Needs Donations
The neighborhood garden club is looking for volunteers to help...;Spring Gardening Opportunities
Our community center's summer camp program needs donations of books,...;Donations Needed for Summer Camp
The local library is hosting a book drive to collect...;Bring Books to the Library
The annual book fair is happening this Saturday from 9...;Gently used books for sale this Saturday
Our local park needs volunteers for a clean-up event on...;Join us for a clean-up event
Iâ€™m hosting a movie night next Wednesday and would love...;Join a Movie Night
The town's art walk is scheduled for this Friday from...;Art Walk on Elm Street
Our local library needs donations of childrenâ€™s books, puzzles, and...;Donations Needed for Children's Books
Iâ€™m organizing a group hike for next Saturday morning.;Group Hike Next Saturday
Join us for a free yoga class on Saturday at...;Free yoga class at the park
Calling all bookworms! Our monthly book club meets next Wednesday...;Calling all bookworms
Get ready for some friendly competition with our new trivia...;Trivia Night
Don't miss out on our annual summer concert series! The...;The first show is this Friday at 7 PM in...
Calling all crafty folks! Our monthly knitting circle meets every...;Calling all crafty folks
Join us for a free movie night on Saturday at...;Princess Bride
Get ready for a night of stargazing! Our town's astronomy...;Free viewing event at the local park
Our town's bike trail will be closed on Saturday, June...;Enjoy the scenic route while you can!
Need a new book to read? The local library is...;Used book sale this weekend
Get ready for the summer solstice celebration on June 21st...;Enjoy live music, food trucks, and a bonfire under the...
Calling all art lovers! The local arts council is hosting...;Enjoy refreshments
Join us for a free community clean-up day on April...;Free community clean-up day
Join us for a free outdoor movie night this Friday...;Free movie night with snacks and popcorn
The local animal shelter is hosting an adoption fair next...;Meet Furry Friends
Our community garden is in need of volunteers to help...;Planting and Harvesting in Our Community Garden
Get ready for our annual Easter egg hunt! We'll be...;Get ready for our annual Easter egg hunt
Join us for a free outdoor movie night on Friday...;Free Outdoor Movie
Calling all bookworms! Our library is hosting an author reading...;Calling all bookworms!
Get ready for a fun-filled day with our annual Easter...;Easter Egg Hunt
Join us for a free community concert on Thursday at...;Enjoy live music and good company
Calling all gardeners! Our local nursery is hosting a workshop...;Calling all gardeners
Get moving with our weekly fitness class every Wednesday at...;Fitness class in the park
Join us for a free yoga class on Wednesday evening!...;Free yoga
The annual summer festival is just around the corner! Mark...;Annual Summer Festival
Help our local library by donating gently used books or...;Donate Gently Used Books
Take a break from technology and join us for a...;Take a break from technology and join us for a...
The community garden is looking for volunteers to help with...;All Skill Levels Welcome
Our annual charity golf tournament is coming up on June...;Golf Tournament
Learn how to play chess at our free workshop next...;Learn to play chess
The local food bank needs donations of canned goods and...;Please consider dropping off your contributions
Join us for our monthly volunteer day at the local...;Join us for our monthly volunteer day
Calling all book lovers! Our annual literary festival is just...;Calling all book lovers
