Subject Line A;Subject Line B
The city's annual arts festival is seeking artists and performers...;The city's annual arts festival is seeking artists and performers...
Public safety notice: Please remember to lock your vehicles and...;Public Safety Notice: Uptick in thefts from cars in the...
Calling all musicians! The community orchestra is holding auditions next...;Calling All Musicians!
Does anyone in the neighborhood offer piano lessons? My daughter...;Does Anyone Offer Piano Lessons in the Neighborhood?
We are excited to announce the opening of the new...;We Are Excited to Announce the Opening of the New...
Lost and Found: A pair of glasses was found in...;LOST AND FOUND: A pair of glasses was found in...
The Environmental Committee is hosting a workshop on sustainable living...;Learn How to Reduce Your Carbon Footprint
Join us for the grand unveiling of the new mural...;Join Us for the Grand Unveiling of the New Mural
PSA: A reminder to all residents that the disposal of...;PSA: A reminder to all residents that the disposal of...
A heartfelt thank you to all who participated in last...;A Heartfelt Thank You to All Who Participated in Last...
The Historical Society is offering guided tours of the old...;Discover the Rich History of Our Town
Public Notice: The annual water quality report is now available...;The annual water quality report is now available online.
Looking to start a regular game night focusing on strategy...;Starting a regular game night
I'm organizing a series of cooking demos featuring local chefs...;I'm organizing a series of cooking demos featuring local chefs...
I've noticed a lot of litter around the community park...;I've noticed a lot of litter around the community park...
Urgent: Our local animal shelter is at capacity. If you've...;Urgent: Our local animal shelter is at capacity.
The city park department is looking for volunteers to help...;City Park Department Seeks Volunteers
Lost: A small drone in the Riverside Park area, last...;LOST: Small drone in Riverside Park area
The local jazz band will be performing live at the...;The local jazz band will be performing live at the...
We're thrilled to announce the launch of a new local...;LAUNCH OF NEW LOCAL ARTS MAGAZINE
Public Health Notice: A free vaccination clinic for influenza will...;FREE Vaccination Clinic for Influenza
Found a set of keys near the fountain downtown. They...;Found a set of keys near the fountain downtown.
I'm launching a neighborhood composting program to reduce waste and...;I'm launching a neighborhood composting program
"The annual ""Books on the Boulevard"" event is coming up....";"The annual ""Books on the Boulevard"" event is coming up."
Attention all tech enthusiasts: We're starting a coding bootcamp for...;Coding Bootcamp for Beginners Next Month
The community center's annual bake sale to support local homeless...;The Community Center's Annual Bake Sale
Lost: Prescription glasses in a black case, possibly left on...;Lost Prescription Glasses in Black Case
I'm organizing a winter clothing drive for the homeless shelter...;I'm organizing a winter clothing drive for the homeless shelter...
Is anyone interested in a weekly game night? I was...;Is Anyone Interested In A Weekly Game Night
I'm offering lawn mowing services this summer. I have my...;I'm Offering Lawn Mowing Services This Summer
The local art club is holding an outdoor painting session...;The local art club is holding an outdoor painting session...
The neighborhood council is hosting a forum to discuss upcoming...;The neighborhood council is hosting a forum to discuss upcoming...
The local university extension is offering a series of lectures...;The local university extension is offering a series of lectures...
The local symphony orchestra will be giving a free concert...;The local symphony orchestra will be giving a free concert...
Volunteers needed for our annual river regatta next month. We...;Volunteers Needed for Our Annual River Regatta
Reminder: The community center will be closed this Monday for...;The community center will be closed this Monday for maintenance.
A local bakery is celebrating its 5th anniversary with free...;Free Cupcakes This Friday!
Attention gardeners! The annual flower show is happening next weekend...;Annual Flower Show Next Weekend
Free yoga classes are being offered at the park every...;Free yoga classes at the park every Sunday morning this...
This Saturday, a vintage car parade will be held on...;This Saturday, a vintage car parade will be held on...
Lost: a small, white and grey kitten near Elm Street....;Lost: A Small, White And Grey Kitten
This month, the local theater group is putting on performances...;This Month, The Local Theater Group Is Putting On Performances
A job fair will be hosted at the convention center...;Job Fair Next Thursday
The annual charity run will take place this Sunday at...;The annual charity run will take place this Sunday at...
Book lovers! The library is hosting an author talk next...;Meet Bestselling Author Discussing Latest Novel
A reminder to all residents that street cleaning will occur...;Street Cleaning This Week
Upcoming workshop on personal finance management offered by our local...;LEARN HOW TO BUDGET, SAVE, AND INVEST WISELY
The local high school's music department will be giving a...;Free Concert This Friday Evening in the Auditorium
For any local artisans, there's a craft fair this Sunday...;For Local Artisans, There's a Craft Fair This Sunday
Neighborhood watch meeting scheduled for next Tuesday at the town...;Neighborhood Watch Meeting Scheduled for Next Tuesday
